path,module,name,line,length
sentinel-control/services/sentinel-core/tests/test_browser_runtime_unification_l6_login_file_js_dispatch_lock.py,tests.test_browser_runtime_unification_l6_login_file_js_dispatch_lock,test_dispatcher_routes_open_login_close_through_runtime_without_secret_persistence,582,92
sentinel-control/services/sentinel-core/tests/perf/hot_cold/test_receipt_index_property.py,tests.perf.hot_cold.test_receipt_index_property,test_atomicity_under_index_insert_failure,444,92
sentinel-control/services/sentinel-core/sentinel/organs/browser/receipt_wrapper.py,sentinel.organs.browser.receipt_wrapper,wrap_browser_execution_receipt,111,91
sentinel-control/services/sentinel-core/tests/test_memory_not_authority_bias.py,tests.test_memory_not_authority_bias,test_memory_bias_does_not_change_authorized_decision_without_evidence,552,91
sentinel-control/services/sentinel-core/tests/perf/hot_cold/test_receipt_index_property.py,tests.perf.hot_cold.test_receipt_index_property,test_query_semantics_compound_shapes,349,91
sentinel-control/services/sentinel-core/tests/perf/sched/test_scheduler_non_blocking_property.py,tests.perf.sched.test_scheduler_non_blocking_property,test_authority_denial_blocks_submission,531,91
sentinel-control/services/sentinel-core/sentinel/operator/code_execution_sandbox_runtime.py,sentinel.operator.code_execution_sandbox_runtime,_run_profile,149,90
sentinel-control/services/sentinel-core/sentinel/operator/mission_lifecycle_service.py,sentinel.operator.mission_lifecycle_service,create_mission,154,90
sentinel-control/services/sentinel-core/sentinel/operator/read_only_operator_spine.py,sentinel.operator.read_only_operator_spine,build_replay,1215,90
sentinel-control/services/sentinel-core/sentinel/decision/debate/orchestrator.py,sentinel.decision.debate.orchestrator,debate,10,90
sentinel-control/services/sentinel-core/sentinel/organs/promotion_gate.py,sentinel.organs.promotion_gate,evaluate,24,89
sentinel-control/services/sentinel-core/sentinel/telemetry/kernel.py,sentinel.telemetry.kernel,_derive_mission_metrics,1116,89
sentinel-control/services/sentinel-core/sentinel/perf/sched/backpressure_controller.py,sentinel.perf.sched.backpressure_controller,check_submission,189,89
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_trajectory_planner_l5.py,sentinel.agent.organs.browser_trajectory_planner_l5,execute_with_recovery,218,89
sentinel-control/services/sentinel-core/tests/test_browser_operating_subsystem_hardened_live_backend_lock.py,tests.test_browser_operating_subsystem_hardened_live_backend_lock,test_orchestrator_action_backend_executes_governed_l5_session_step,127,89
sentinel-control/services/sentinel-core/sentinel/mission/risk.py,sentinel.mission.risk,route,92,88
sentinel-control/services/sentinel-core/tests/perf/caches/test_token_budget_enforcement_property.py,tests.perf.caches.test_token_budget_enforcement_property,test_frame_compression_at_most_3_passes,213,88
sentinel-control/services/sentinel-core/sentinel/operator/harness_runtime.py,sentinel.operator.harness_runtime,verify_edit,186,87
sentinel-control/services/sentinel-core/sentinel/operator/harness_runtime.py,sentinel.operator.harness_runtime,merge_worker_results,517,87
sentinel-control/services/sentinel-core/sentinel/operator/real_model_certification.py,sentinel.operator.real_model_certification,main,4682,87
sentinel-control/services/sentinel-core/sentinel/organs/browser/multitab_operator.py,sentinel.organs.browser.multitab_operator,execute_strategy,36,87
sentinel-control/services/sentinel-core/sentinel/agent/browser/cortex.py,sentinel.agent.browser.cortex,_repair_decisions,325,87
sentinel-control/services/sentinel-core/sentinel/agent/browser/fake_eval.py,sentinel.agent.browser.fake_eval,default_browser_v1_fake_eval_cases,103,87
sentinel-control/services/sentinel-core/sentinel/agent/organs/organ_dispatch.py,sentinel.agent.organs.organ_dispatch,_execute_candidate,459,87
sentinel-control/services/sentinel-core/sentinel/agent/artifact_capture.py,sentinel.agent.artifact_capture,_capture_bytes,239,86
sentinel-control/services/sentinel-core/tests/operator/test_agent_runtime_event_bridge_pack2a.py,tests.operator.test_agent_runtime_event_bridge_pack2a,run,1042,86
sentinel-control/services/sentinel-core/tests/perf/caches/test_safety_invariants_property.py,tests.perf.caches.test_safety_invariants_property,test_llm_frame_cache_evicts_raw_secret_leakage_get,509,86
sentinel-control/services/sentinel-core/sentinel/operator/mutation_transport_micro_certification.py,sentinel.operator.mutation_transport_micro_certification,_evaluate_raw_text,382,85
sentinel-control/services/sentinel-core/sentinel/operator/workflow_store.py,sentinel.operator.workflow_store,commit_step_result,125,85
sentinel-control/services/sentinel-core/tests/operator/test_product_nervous_system_pack3.py,tests.operator.test_product_nervous_system_pack3,test_pack4a_model_led_autopilot_produces_three_receipts_without_report_lane_and_replays_pure,562,85
sentinel-control/services/sentinel-core/tests/perf/caches/test_decision_frame_cache_lifecycle_property.py,tests.perf.caches.test_decision_frame_cache_lifecycle_property,test_lru_cap_enforced_per_mission,219,85
sentinel-control/services/sentinel-core/tests/perf/sched/test_backpressure_lifecycle_property.py,tests.perf.sched.test_backpressure_lifecycle_property,test_cleared_iff_predicate,407,85
sentinel-control/services/sentinel-core/sentinel/operator/desktop_sidecar.py,sentinel.operator.desktop_sidecar,capture_monitoring_snapshot,232,84
sentinel-control/services/sentinel-core/sentinel/operator/read_only_model_clients.py,sentinel.operator.read_only_model_clients,complete,190,84
sentinel-control/services/sentinel-core/sentinel/organs/credentials/foundation.py,sentinel.organs.credentials.foundation,evaluate_credential_access,491,84
sentinel-control/services/sentinel-core/sentinel/telemetry/kernel.py,sentinel.telemetry.kernel,record_agentruntime_result,325,83
sentinel-control/services/sentinel-core/sentinel/perf/caches/token_budget_governor.py,sentinel.perf.caches.token_budget_governor,enforce_frame,356,83
sentinel-control/services/sentinel-core/sentinel/perf/hot_cold/artifact_ref_store.py,sentinel.perf.hot_cold.artifact_ref_store,put,61,83
